model,task,condition,version,nsample,system_type,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,average,notes,file
Claude_Opus_5,cpr,"default=29, group_ext=100, payoff=0",0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,,output/default_exp/Claude_Opus_5-cpr-default=29-group_ext=100-payoff=0-v0-n20-blinded.json
Claude_Opus_5,cpr,default=5,0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.55,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.85,,output/default_exp/Claude_Opus_5-cpr-default=5-v0-n20-blinded.json
Claude_Opus_5,cpr,"default=5, group_ext=0, payoff=20",0,20,blinded,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,7.8,,output/default_exp/Claude_Opus_5-cpr-default=5-group_ext=0-payoff=20-v0-n20-blinded.json
Claude_Opus_5,cpr,"default=5, group_ext=100, payoff=0",0,20,blinded,0.65,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,,output/default_exp/Claude_Opus_5-cpr-default=5-group_ext=100-payoff=0-v0-n20-blinded.json
Claude_Opus_5,cpr,"group_ext=0, payoff=20",0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.1,0.15,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,16.15,,output/default_exp/Claude_Opus_5-cpr-group_ext=0-payoff=20-v0-n20-blinded.json
Claude_Opus_5,cpr,"group_ext=100, payoff=0",0,20,blinded,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,output/default_exp/Claude_Opus_5-cpr-group_ext=100-payoff=0-v0-n20-blinded.json
Claude_Opus_5,cpr,"no default, no group extraction",0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,output/default_exp/Claude_Opus_5-cpr-v0-n20-blinded.json
DeepSeek_V3.1,cpr,"default=29, group_ext=0, payoff=20",0,20,blinded,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.15,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,15.700000000000001,,output/default_exp/DeepSeek_V3.1-cpr-default=29-group_ext=0-payoff=20-v0-n20-blinded.json
DeepSeek_V3.1,cpr,"default=29, group_ext=100, payoff=0",0,20,blinded,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,11.55,,output/default_exp/DeepSeek_V3.1-cpr-default=29-group_ext=100-payoff=0-v0-n20-blinded.json
DeepSeek_V3.1,cpr,default=5,0,20,blinded,0.2,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,6.15,,output/default_exp/DeepSeek_V3.1-cpr-default=5-v0-n20-blinded.json
DeepSeek_V3.1,cpr,"default=5, group_ext=0, payoff=20",0,20,blinded,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,7.6,,output/default_exp/DeepSeek_V3.1-cpr-default=5-group_ext=0-payoff=20-v0-n20-blinded.json
DeepSeek_V3.1,cpr,"default=5, group_ext=100, payoff=0",0,20,blinded,0.15,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,output/default_exp/DeepSeek_V3.1-cpr-default=5-group_ext=100-payoff=0-v0-n20-blinded.json
DeepSeek_V3.1,cpr,"group_ext=0, payoff=20",0,20,blinded,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,,output/default_exp/DeepSeek_V3.1-cpr-group_ext=0-payoff=20-v0-n20-blinded.json
DeepSeek_V3.1,cpr,"group_ext=100, payoff=0",0,20,blinded,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.4,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,12.25,,output/default_exp/DeepSeek_V3.1-cpr-group_ext=100-payoff=0-v0-n20-blinded.json
DeepSeek_V3.1,cpr,"no default, no group extraction",0,20,blinded,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1,,output/default_exp/DeepSeek_V3.1-cpr-v0-n20-blinded.json
DeepSeek_V3.2,cpr,"default=29, group_ext=0, payoff=20",0,20,blinded,0.10526315789473684,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,14.68421052631579,only 19/20 valid samples,output/default_exp/DeepSeek_V3.2-cpr-default=29-group_ext=0-payoff=20-v0-n20-blinded.json
DeepSeek_V3.2,cpr,"default=29, group_ext=100, payoff=0",0,20,blinded,0.25,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.15,0.0,12.5,,output/default_exp/DeepSeek_V3.2-cpr-default=29-group_ext=100-payoff=0-v0-n20-blinded.json
DeepSeek_V3.2,cpr,default=5,0,20,blinded,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,,output/default_exp/DeepSeek_V3.2-cpr-default=5-v0-n20-blinded.json
DeepSeek_V3.2,cpr,"default=5, group_ext=0, payoff=20",0,20,blinded,0.1,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,8.75,,output/default_exp/DeepSeek_V3.2-cpr-default=5-group_ext=0-payoff=20-v0-n20-blinded.json
DeepSeek_V3.2,cpr,"default=5, group_ext=100, payoff=0",0,20,blinded,0.15,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,output/default_exp/DeepSeek_V3.2-cpr-default=5-group_ext=100-payoff=0-v0-n20-blinded.json
DeepSeek_V3.2,cpr,"group_ext=0, payoff=20",0,20,blinded,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.15,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05,,output/default_exp/DeepSeek_V3.2-cpr-group_ext=0-payoff=20-v0-n20-blinded.json
DeepSeek_V3.2,cpr,"group_ext=100, payoff=0",0,20,blinded,0.25,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.25,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,10.6,,output/default_exp/DeepSeek_V3.2-cpr-group_ext=100-payoff=0-v0-n20-blinded.json
DeepSeek_V3.2,cpr,"no default, no group extraction",0,20,blinded,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,12.1,,output/default_exp/DeepSeek_V3.2-cpr-v0-n20-blinded.json
Gemini_Pro,cpr,"default=29, group_ext=0, payoff=20",0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,26.599999999999998,,output/default_exp/Gemini_Pro-cpr-default=29-group_ext=0-payoff=20-v0-n20-blinded.json
Gemini_Pro,cpr,default=5,0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.75,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.55,,output/default_exp/Gemini_Pro-cpr-default=5-v0-n20-blinded.json
Gemini_Pro,cpr,"default=5, group_ext=0, payoff=20",0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,24.75,,output/default_exp/Gemini_Pro-cpr-default=5-group_ext=0-payoff=20-v0-n20-blinded.json
Gemini_Pro,cpr,"group_ext=100, payoff=0",0,20,blinded,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,output/default_exp/Gemini_Pro-cpr-group_ext=100-payoff=0-v0-n20-blinded.json
Gemini_Pro,cpr,"no default, no group extraction",0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,output/default_exp/Gemini_Pro-cpr-v0-n20-blinded.json
Gemma_4_31B,cpr,"default=29, group_ext=0, payoff=20",0,20,blinded,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.5,,output/default_exp/Gemma_4_31B-cpr-default=29-group_ext=0-payoff=20-v0-n20-blinded.json
Gemma_4_31B,cpr,"default=29, group_ext=100, payoff=0",0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,,output/default_exp/Gemma_4_31B-cpr-default=29-group_ext=100-payoff=0-v0-n20-blinded.json
Gemma_4_31B,cpr,default=5,0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.05,0.0,0.0,0.3,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,14.5,,output/default_exp/Gemma_4_31B-cpr-default=5-v0-n20-blinded.json
Gemma_4_31B,cpr,"default=5, group_ext=0, payoff=20",0,20,blinded,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,,output/default_exp/Gemma_4_31B-cpr-default=5-group_ext=0-payoff=20-v0-n20-blinded.json
Gemma_4_31B,cpr,"default=5, group_ext=100, payoff=0",0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,output/default_exp/Gemma_4_31B-cpr-default=5-group_ext=100-payoff=0-v0-n20-blinded.json
Gemma_4_31B,cpr,"group_ext=100, payoff=0",0,20,blinded,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,,output/default_exp/Gemma_4_31B-cpr-group_ext=100-payoff=0-v0-n20-blinded.json
Gemma_4_31B,cpr,"no default, no group extraction",0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,,output/default_exp/Gemma_4_31B-cpr-v0-n20-blinded.json
Llama_3.3_70B_Instruct,cpr,default=29,0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.108431972631495e-05,0.0,1.0150461274138993e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.516712092965543e-05,0.0,0.0,6.219146108036847e-07,0.9999025200367253,0.0,28.999259851867933,only 5/20 valid samples,output/default_exp/Llama_3.3_70B_Instruct-cpr-default=29-v0-n20-blinded.json
Llama_3.3_70B_Instruct,cpr,"default=29, group_ext=0, payoff=20",0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.013959326074021e-06,0.0,2.4028415877609103e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.971985916724132e-05,0.0,0.0,6.644918430620639e-07,0.9999755386292322,0.0,28.999834362589006,only 5/20 valid samples,output/default_exp/Llama_3.3_70B_Instruct-cpr-default=29-group_ext=0-payoff=20-v0-n20-blinded.json
Llama_3.3_70B_Instruct,cpr,"default=29, group_ext=100, payoff=0",0,20,blinded,0.002754872017783781,0.0,0.0,0.0,0.0,0.001995054137121487,0.0,0.0,0.2712275158792233,0.0,0.6958862718345816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009868538491694128,0.0,0.0,0.0,0.020916262682692206,0.0,9.991943196155637,only 5/20 valid samples,output/default_exp/Llama_3.3_70B_Instruct-cpr-default=29-group_ext=100-payoff=0-v0-n20-blinded.json
Llama_3.3_70B_Instruct,cpr,default=5,0,20,blinded,0.0,0.0,0.0,0.0,0.0,0.9999985933315785,0.0,0.0,6.393883876489644e-08,0.0,1.240115006860055e-06,0.0,0.0,0.0,0.0,2.1017954135881444e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7273361252512134e-08,0.0,0.0,0.0,0.0,0.0,5.000007626422014,only 5/20 valid samples,output/default_exp/Llama_3.3_70B_Instruct-cpr-default=5-v0-n20-blinded.json
Llama_3.3_70B_Instruct,cpr,"default=5, group_ext=0, payoff=20",0,20,blinded,8.171911041045598e-07,0.0,0.0,0.0,0.0,0.9999449268422351,0.0,0.0,2.382369667501818e-07,0.0,5.313677014351523e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.439493427183041e-07,0.0,0.0,0.0,0.0,0.0,5.000274006541913,only 5/20 valid samples,output/default_exp/Llama_3.3_70B_Instruct-cpr-default=5-group_ext=0-payoff=20-v0-n20-blinded.json
Llama_3.3_70B_Instruct,cpr,"default=5, group_ext=100, payoff=0",0,20,blinded,8.187039948044978e-05,0.0,0.0,0.0,0.0,0.9281352399194075,0.0,0.0,2.327545715726394e-05,0.0,0.07176703221144244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0963084021071476e-05,0.0,0.0,0.0,0.0,0.0,5.358806802469247,only 5/20 valid samples,output/default_exp/Llama_3.3_70B_Instruct-cpr-default=5-group_ext=100-payoff=0-v0-n20-blinded.json
Llama_3.3_70B_Instruct,cpr,"group_ext=0, payoff=20",0,20,blinded,0.007621750183773241,0.0,0.0,0.0,0.0,3.6246882858168514e-06,0.0,0.0,8.622956791304723e-06,0.0,0.9923991170236371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2603294069810542e-06,0.0,0.0,0.0,0.0,5.341902328758465e-05,0.0,0.0,0.0,0.0,0.0,9.92545895950246,only 5/20 valid samples,output/default_exp/Llama_3.3_70B_Instruct-cpr-group_ext=0-payoff=20-v0-n20-blinded.json
Llama_3.3_70B_Instruct,cpr,"group_ext=100, payoff=0",0,20,blinded,9.768646603787707e-05,0.0,0.0,0.0,0.0,0.0008477422598466755,0.0,0.0,0.012252467872665382,0.0,0.9864182128430734,0.0,0.0,0.0,0.0,0.0001234261910255955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037004786650963214,0.0,0.0,0.0,0.0,0.0,9.977543172239415,only 5/20 valid samples,output/default_exp/Llama_3.3_70B_Instruct-cpr-group_ext=100-payoff=0-v0-n20-blinded.json
Llama_3.3_70B_Instruct,cpr,"no default, no group extraction",0,20,blinded,0.0,0.0,0.0,0.0,0.0,1.5465503261061996e-05,0.0,0.0,0.004604847277539987,0.0,0.9952976675860464,0.0,2.388182472985236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.491753019360152e-05,0.0,0.0,0.0,0.0,0.0,9.991802301748688,only 5/20 valid samples,output/default_exp/Llama_3.3_70B_Instruct-cpr-v0-n20-blinded.json
Qwen3_235B_A22B_Instruct,cpr,default=29,0,20,blinded,0.00491827508992459,0.0067224849980388945,0.9822370593346396,0.0022517504185377633,0.0,0.0017812811944477763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9868582608951701,only 1/20 valid samples,output/default_exp/Qwen3_235B_A22B_Instruct-cpr-default=29-v0-n20-blinded.json
Qwen3_235B_A22B_Instruct,cpr,"default=29, group_ext=0, payoff=20",0,20,blinded,0.833740551881917,0.0014885425525567183,0.1641732463103655,0.0001384559591734385,0.0,0.00018924685817986589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3311966373417074,only 1/20 valid samples,output/default_exp/Qwen3_235B_A22B_Instruct-cpr-default=29-group_ext=0-payoff=20-v0-n20-blinded.json
Qwen3_235B_A22B_Instruct,cpr,"default=29, group_ext=100, payoff=0",0,20,blinded,0.49997460811376826,0.008337864054045562,0.48459200657815016,0.004063550402871426,0.0,0.0018604289416750226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990146731273353,only 1/20 valid samples,output/default_exp/Qwen3_235B_A22B_Instruct-cpr-default=29-group_ext=100-payoff=0-v0-n20-blinded.json
Qwen3_235B_A22B_Instruct,cpr,default=5,0,20,blinded,0.005312068905290397,0.045177836431176795,0.005229712910385616,0.0,0.0,0.9362256488736853,0.0,0.0,0.007037347923046247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.793064290004745,only 1/20 valid samples,output/default_exp/Qwen3_235B_A22B_Instruct-cpr-default=5-v0-n20-blinded.json
Qwen3_235B_A22B_Instruct,cpr,"default=5, group_ext=0, payoff=20",0,20,blinded,0.12726061707075784,0.0029008015248709793,0.012212830588569017,0.0013280837139639052,0.0,0.8561854605410834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.312238016549317,only 1/20 valid samples,output/default_exp/Qwen3_235B_A22B_Instruct-cpr-default=5-group_ext=0-payoff=20-v0-n20-blinded.json
